3.183098861837897475e-01,7.717365007440692495e-03,3.328132320761170160e-01,8.874560484389983073e-02,6.152618887184563290e-02,5.250054027101187099e-02,1.966390549012133476e-02,4.509738328276319437e-03,1.415054693897500604e-01,1.423495818952778304e-02,8.550514241483500588e-02,5.488111846936571947e-02,3.466947319508194986e-02,4.929031687818496987e-02,1.972995556683378726e-01,7.281044329932161163e-02,2.297473204158834853e-02,1.071402114072591699e-01,7.112791580201291430e-02,3.726147191865563507e-02,1.015033845357824101e-02,5.433084662555905803e-02,9.514851704184362768e-02,5.037321546629510566e-02,3.637349063441258634e-02,2.948624812957104796e-02,2.307463983251803810e-02,3.513668997912609143e-02,1.620023087922714891e-02,4.066042029948454400e-02,1.000000000000000000e+00
3.183098861837856952e-01,5.634920674564039035e-03,4.231536695132554482e-01,1.162199994352137722e-01,3.672393782120445677e-02,8.451211842647853023e-02,2.821461080484774508e-01,2.518669636132546408e-02,1.866645138633520606e-01,4.970499007219644078e-02,9.941932312603683763e-02,8.684349102194865999e-02,1.944679345030768669e-01,7.236517020500583819e-02,2.999346392453808852e-01,1.060632641119614861e-01,6.216262809746898876e-02,8.162043805865665247e-02,8.460043931001641482e-02,1.303336369200883693e-01,1.464435154702093400e-01,1.288277430776498672e-02,3.321643115809328473e-01,1.083393199515947924e-01,7.798612904535529022e-02,8.612081819536326552e-03,5.591713926087165526e-02,1.174852014490085778e-01,1.479253914884158805e-01,1.291452842800323852e-01,1.000000000000000000e+00
3.183098861837897475e-01,1.799504383275516307e-03,4.223571571502279243e-01,1.539152139206196035e-01,4.043390995843838126e-02,1.021590409834578217e-01,2.359678468463456136e-01,1.114506240812764420e-01,1.474813278955564022e-01,1.881521962568104972e-02,2.054247612498329434e-01,8.863246969355197125e-02,1.368958268484877505e-01,5.021849128381061789e-02,1.981525386877316663e-01,9.644762577844911977e-02,5.365916903215162820e-02,2.319390434703436643e-01,1.195038004809080567e-01,9.342714322848150177e-02,4.636279400838830278e-02,5.474411591899216306e-02,1.440368673690610168e-01,9.103566161007792257e-02,6.206605797994590307e-02,6.285288473780313578e-02,1.835890931514486124e-01,8.371859270650877649e-02,1.148992865922798812e-01,8.962070701266615369e-02,1.000000000000000000e+00
3.183098861837874161e-01,3.444428011114678435e-03,9.709530484842723852e-02,4.263526338960862971e-02,6.884128293831007044e-03,4.036478312087496412e-02,1.066343335218837840e-01,4.031862665698936199e-02,1.245586849984142361e-02,1.424623350512312439e-02,2.962437129343096012e-02,2.398305128030261621e-02,7.065530030105501846e-02,1.710803551904304526e-02,1.380646338970778139e-02,1.188385750473105670e-02,1.985543134157015388e-02,7.994619308125392940e-03,1.132740973279457684e-02,2.804508754339191112e-02,1.785282164909667360e-02,1.688580860946575779e-02,1.185309267880181594e-02,1.006735685877004419e-03,1.537323441845511729e-02,1.603900932042646998e-02,1.644790809650928387e-02,2.208659824512483952e-02,1.021874360370524093e-02,1.779077125592574971e-02,-1.000000000000000000e+00
3.183098861837932447e-01,2.876535467526214820e-02,3.597230122315902001e-01,3.699255371958640876e-02,9.754569025830932272e-02,1.332841761678198733e-01,1.014953767356661651e-01,4.010111022192922731e-02,1.374734284561474618e-01,3.303765935667000303e-02,1.829946261142521846e-01,8.472572664888496086e-02,1.683851878541163249e-01,1.281518466785986667e-02,2.428787869920263909e-01,1.098334267085253751e-01,6.712833772908467778e-02,1.277100812878752822e-01,2.403752040213383012e-01,8.870582743979842089e-02,2.113110801815438200e-01,4.936423118462768267e-02,2.279264779280342490e-01,1.945339583518400084e-01,6.729210925958276079e-02,7.886666357395163973e-02,8.706255651589767108e-02,2.060057848528184521e-01,1.189777210662900792e-01,6.160321773810900625e-02,1.000000000000000000e+00
3.183098861837897475e-01,2.475519085604720171e-02,2.771094312943943039e-01,5.747034288894815185e-02,1.421379559382220659e-01,1.259639071229806673e-01,7.139289095226565574e-02,5.349461581935666121e-02,2.018252294314436812e-01,6.736167580911921193e-02,9.262091268118834153e-02,6.419083035880292221e-02,5.152029435042256716e-02,7.677101340829577125e-02,2.166396204712439377e-01,1.089523473641697826e-01,4.967257895496474118e-02,1.221124235860306245e-01,1.829107817316645290e-01,9.908232672539424302e-02,4.422401770068733889e-02,8.868869169983867318e-02,1.094058049018035300e-01,8.495386536549480450e-02,6.671875327987475401e-02,3.786714594930976063e-02,9.872257769862785581e-02,1.296261988166054757e-01,2.719894074864319042e-02,6.653383068120981292e-02,1.000000000000000000e+00
3.183098861837889149e-01,3.447671622706959677e-02,4.409842569467384843e-01,1.530973069222930916e-01,1.837866608759481379e-01,8.916549053669958758e-02,2.050248052010986699e-01,2.067985814658911126e-01,1.184308622851482362e-01,1.824205083557090823e-01,9.797107200087483425e-02,7.540370738738226553e-02,7.424679895502102334e-02,1.411606631420182223e-01,1.458492447287915994e-01,1.305657989543400899e-01,1.715660794332030670e-01,1.354927051412111727e-01,1.532456357387700363e-01,6.032115139212828464e-02,4.884637132662826564e-02,1.232600433903396353e-01,9.196643751976651959e-02,2.308430618110939858e-01,9.688795120545234951e-02,1.052325095303831698e-01,1.460852753559242490e-01,2.085250544130528294e-01,5.028902814793031334e-02,7.778042719781985692e-02,1.000000000000000000e+00
3.183098861837932447e-01,5.533306499747351129e-03,3.416779978236119675e-01,2.876901032477798825e-01,8.036465606149029162e-02,7.666653449299724865e-02,2.422361395194708167e-01,3.419392172809002650e-01,2.415108807698032045e-01,1.611925287346759050e-01,2.458195748303214703e-02,1.361062867619138583e-01,2.636813930659404059e-01,2.279036590923143035e-01,3.327838938797891832e-01,1.787938097597329690e-01,2.089191839913064341e-01,8.650129086354582664e-02,1.017755626807103769e-01,1.735598025486321805e-01,1.536828280078089137e-01,2.218944509644578400e-01,2.498807895225509945e-01,2.857483703364239735e-01,1.098077047551747759e-01,2.456439438194696068e-01,1.169223221016830044e-01,2.579807113186902146e-02,1.659679105083560202e-01,1.875637941459031843e-01,-1.000000000000000000e+00
3.183098861837896920e-01,2.734629203410089693e-02,3.174238857604197439e-01,2.966152254381435593e-01,8.969056832712120342e-02,4.047876127002146551e-02,2.079171003951439389e-01,3.310366448085841351e-01,2.681344360890920431e-01,1.139382890924955927e-01,1.314432326472861623e-01,5.002453002004757926e-02,2.958447486930608217e-01,2.551364070535963591e-01,3.199631302033440483e-01,2.358526336410854130e-01,1.626266323315454509e-01,7.061207703140297276e-02,1.979992200118439183e-01,5.820071436157132211e-02,1.638784433732420609e-01,3.469903277668037744e-01,1.632803794799620456e-01,2.995309635776538526e-01,2.041981865008817010e-01,1.225273533157285599e-01,9.312928438158615818e-02,1.749838593333411796e-01,1.984369843058177152e-01,7.158418017311894699e-02,-1.000000000000000000e+00
3.183098861837906912e-01,2.251959548110635950e-02,1.324946391303055970e-01,5.871761614964865483e-02,3.654916793356152022e-02,6.340613597447276872e-02,9.306655538904400060e-02,1.251403025411944141e-02,1.188340467490784924e-01,3.440776850038337886e-02,4.645073307222938319e-02,8.040879263422312517e-02,2.236009365439345017e-02,6.300311930346758071e-02,3.009864429412616865e-02,3.399907638469729099e-02,2.304614111332604562e-02,1.107558741521049162e-01,6.699508437865053789e-02,1.044427883031203153e-01,9.851277485040233969e-03,9.903171178627796778e-02,6.846414466242729813e-02,3.861837793883780845e-02,8.672825977770896866e-02,2.002064349522104936e-02,6.513486569978971241e-02,2.866853000688972947e-02,7.831642311605029050e-02,4.696613930457063657e-02,-1.000000000000000000e+00
